Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN13657,2.0,,,2.0,Meal Plan 1,,Room_Type 4,,2018.0,10.0,25.0,Online,0.0,0.0,0.0,,1.0,0.0
INN27361,2.0,,0.0,3.0,Meal Plan 1,,Room_Type 1,,2018.0,6.0,,Offline,,0.0,0.0,,0.0,1.0
INN35298,2.0,,0.0,2.0,,0.0,Room_Type 1,,2017.0,9.0,,,,0.0,0.0,121.0,0.0,0.0
INN33967,1.0,,,2.0,,0.0,Room_Type 1,,2017.0,12.0,,,0.0,0.0,0.0,,0.0,0.0
INN11244,2.0,,,4.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,8.0,30.0,,,0.0,0.0,,2.0,0.0
INN33721,2.0,,,4.0,,0.0,,,2018.0,12.0,,,,0.0,,,,0.0
INN12586,2.0,0.0,1.0,2.0,Not Selected,0.0,,,2018.0,8.0,,,,0.0,,,,
INN14533,2.0,,,1.0,Meal Plan 1,,,,2018.0,5.0,,,,0.0,,111.0,,0.0
INN14553,2.0,,0.0,,,0.0,,,2017.0,8.0,,,0.0,0.0,0.0,,,0.0
INN06543,2.0,,,9.0,,0.0,,,2018.0,3.0,,Online,,0.0,0.0,,0.0,1.0
INN05456,2.0,,,4.0,,0.0,Room_Type 1,88.0,2017.0,7.0,,,,0.0,,76.5,1.0,1.0
INN03494,2.0,2.0,,,Meal Plan 1,,,,2018.0,9.0,,Online,,0.0,0.0,207.9,0.0,1.0
INN11394,1.0,,,1.0,,,Room_Type 1,,2017.0,9.0,,Online,,0.0,0.0,95.0,1.0,0.0
INN09408,2.0,,,3.0,Meal Plan 1,,Room_Type 1,265.0,2018.0,10.0,9.0,Online,,0.0,,,0.0,1.0
INN16357,2.0,,0.0,2.0,Meal Plan 1,,,,2017.0,11.0,,Online,0.0,0.0,0.0,,1.0,1.0
INN08050,1.0,,,1.0,Meal Plan 2,,Room_Type 1,,2018.0,7.0,,Offline,,0.0,0.0,90.0,0.0,0.0
INN21343,2.0,,,1.0,Meal Plan 1,0.0,,,2017.0,,,Online,,0.0,0.0,,0.0,0.0
INN18177,2.0,,,2.0,,0.0,,,2018.0,9.0,8.0,,,0.0,0.0,,,0.0
INN24160,2.0,,,3.0,Not Selected,0.0,,,2018.0,11.0,,Online,,0.0,0.0,,0.0,1.0
INN05307,2.0,,,4.0,Meal Plan 1,,,,2018.0,9.0,,Online,,0.0,0.0,,0.0,1.0
INN25677,,,,0.0,,0.0,,,2018.0,10.0,,,0.0,0.0,0.0,,1.0,1.0
INN09098,2.0,,,2.0,Meal Plan 1,,Room_Type 6,,2018.0,3.0,,Online,,0.0,,,0.0,1.0
INN27428,2.0,0.0,,4.0,Meal Plan 1,0.0,,112.0,2018.0,8.0,,Offline,,0.0,0.0,,,1.0
INN07917,2.0,,1.0,0.0,Not Selected,,Room_Type 1,,2018.0,6.0,,Online,,0.0,0.0,,1.0,0.0
INN29730,2.0,,,0.0,,0.0,,,2017.0,10.0,,,,0.0,0.0,91.0,,0.0
INN01963,1.0,0.0,,,,,,,2018.0,1.0,,Offline,0.0,0.0,,,0.0,0.0
INN08345,2.0,,,,Meal Plan 1,0.0,,,2018.0,6.0,8.0,Online,,0.0,0.0,,0.0,1.0
INN19001,2.0,,,2.0,Meal Plan 1,,,157.0,2018.0,8.0,,Offline,,0.0,,,2.0,0.0
INN27407,,,,1.0,,0.0,,,2018.0,2.0,,,,0.0,,,1.0,0.0
INN17803,2.0,,,,,0.0,,36.0,,1.0,,,,0.0,0.0,,0.0,1.0
INN26938,2.0,,0.0,5.0,Meal Plan 1,0.0,Room_Type 1,,2017.0,12.0,,Offline,0.0,0.0,0.0,,0.0,0.0
INN34383,2.0,0.0,,5.0,Meal Plan 1,0.0,,,2018.0,9.0,,Offline,,0.0,0.0,80.0,0.0,1.0
INN08239,,,,4.0,Not Selected,,,,2018.0,2.0,,,,0.0,0.0,,0.0,0.0
INN27550,1.0,,,4.0,,,Room_Type 4,8.0,2018.0,4.0,,,,0.0,0.0,,1.0,0.0
INN22005,2.0,,,,Meal Plan 2,,,,2018.0,3.0,,,,0.0,0.0,,0.0,1.0
INN27537,,,0.0,1.0,,0.0,,,2017.0,11.0,19.0,Corporate,1.0,1.0,,,0.0,0.0
INN19061,2.0,,,3.0,,0.0,,26.0,2017.0,9.0,,Offline,,0.0,0.0,76.5,0.0,0.0
INN02959,,,,4.0,Meal Plan 1,,Room_Type 1,,2018.0,6.0,12.0,Online,,0.0,,,0.0,1.0
INN24439,2.0,0.0,,1.0,,0.0,,,2018.0,10.0,,Online,0.0,0.0,,,0.0,1.0
INN30731,2.0,,,1.0,,,,11.0,2018.0,2.0,,,,0.0,0.0,83.55,0.0,1.0
INN19758,2.0,,1.0,1.0,,0.0,,,2017.0,10.0,,,,0.0,0.0,,2.0,0.0
INN07587,1.0,,,1.0,Meal Plan 1,0.0,,,2018.0,1.0,,Corporate,,0.0,,,1.0,0.0
INN35323,1.0,,0.0,,Not Selected,,Room_Type 1,,2018.0,4.0,,Online,,0.0,0.0,89.0,0.0,0.0
INN19000,2.0,,,1.0,,0.0,Room_Type 1,,,6.0,13.0,Online,,0.0,0.0,,1.0,0.0
INN11307,2.0,,,0.0,,0.0,,36.0,2018.0,9.0,5.0,,,0.0,,,0.0,1.0
INN20552,2.0,,,4.0,,,,,2018.0,6.0,,Online,,0.0,0.0,,0.0,0.0
INN12351,1.0,,0.0,3.0,Meal Plan 1,0.0,,,2018.0,11.0,,,,0.0,,110.0,0.0,1.0
INN22917,2.0,,,1.0,Not Selected,0.0,,44.0,2018.0,5.0,19.0,,,0.0,,76.5,0.0,0.0
INN18383,,,2.0,,Not Selected,,Room_Type 1,,2018.0,8.0,,Online,,0.0,,,2.0,0.0
INN19028,2.0,,,,Meal Plan 1,0.0,,22.0,,12.0,,Online,,0.0,0.0,,,0.0
INN15293,1.0,,,2.0,,0.0,,,2017.0,9.0,,Offline,,0.0,,,0.0,0.0
INN10920,2.0,,,,Meal Plan 1,0.0,Room_Type 1,,,10.0,,,0.0,0.0,,,2.0,0.0
INN35180,2.0,,,2.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,9.0,,,,0.0,0.0,,,0.0
INN34555,2.0,,,3.0,,,Room_Type 1,,2018.0,5.0,,Offline,,0.0,0.0,78.0,0.0,1.0
INN02930,2.0,,,3.0,Meal Plan 1,0.0,,,2018.0,7.0,,Online,,0.0,0.0,105.3,0.0,1.0
INN26581,1.0,,,2.0,,0.0,,,2017.0,9.0,,,,0.0,,,0.0,0.0
INN18698,2.0,,,6.0,,0.0,Room_Type 4,27.0,2018.0,6.0,12.0,Online,0.0,0.0,,,0.0,1.0
INN11209,1.0,,0.0,4.0,,0.0,,,2017.0,12.0,,,,0.0,0.0,,,0.0
INN03075,2.0,,,1.0,Not Selected,,Room_Type 1,9.0,2017.0,11.0,,Online,,0.0,0.0,,1.0,0.0
INN06249,,,,0.0,,0.0,,,2018.0,8.0,,Online,,0.0,,177.3,,0.0
INN21376,2.0,,,,,0.0,Room_Type 1,,2017.0,8.0,,Online,,0.0,0.0,,1.0,0.0
INN05981,2.0,,,2.0,Not Selected,,Room_Type 1,,,8.0,,Online,,0.0,0.0,128.0,,0.0
INN34379,2.0,,0.0,1.0,,0.0,,,2018.0,8.0,,,,0.0,,,2.0,0.0
INN19166,,,,4.0,Meal Plan 1,0.0,,,2018.0,8.0,4.0,,,0.0,,,1.0,1.0
INN01297,2.0,,2.0,1.0,Not Selected,0.0,Room_Type 1,30.0,2018.0,3.0,,,,0.0,0.0,76.1,2.0,0.0
INN32178,2.0,,,,Meal Plan 1,0.0,,87.0,2018.0,10.0,,,,0.0,0.0,,,1.0
INN15604,3.0,,,5.0,,,,,2018.0,7.0,,Online,,0.0,,,,0.0
INN03939,2.0,,,2.0,Meal Plan 1,0.0,Room_Type 6,,,7.0,,,0.0,0.0,,183.3,0.0,1.0
INN09787,2.0,,,1.0,,,Room_Type 1,,2018.0,4.0,,,,0.0,0.0,,0.0,1.0
INN33235,3.0,,,1.0,,,,,2017.0,8.0,,Offline,,0.0,,,1.0,0.0
INN03641,2.0,,,1.0,,0.0,,,2017.0,10.0,,,,0.0,,72.24,1.0,0.0
INN31131,,,,8.0,Meal Plan 1,,,,2018.0,8.0,29.0,Online,,0.0,,126.0,0.0,0.0
INN14787,1.0,,,0.0,,0.0,,,2018.0,9.0,,Online,,0.0,,,1.0,0.0
INN21644,,,,,,0.0,,3.0,,3.0,,,,0.0,,,,0.0
INN06871,2.0,0.0,,3.0,,,,,2018.0,12.0,,Online,,0.0,,116.0,1.0,0.0
INN18584,2.0,,,2.0,,,,,2018.0,8.0,,Online,,0.0,0.0,,0.0,1.0
INN28950,2.0,,,7.0,,,,109.0,2018.0,5.0,,Online,,0.0,0.0,,,0.0
INN22758,1.0,,,,,0.0,,,2017.0,10.0,,,,0.0,,,0.0,0.0
INN06873,2.0,,,1.0,Meal Plan 1,,,,2017.0,10.0,,,,0.0,,,1.0,0.0
INN03708,2.0,0.0,0.0,3.0,Meal Plan 1,0.0,,,2018.0,12.0,,,0.0,0.0,,,0.0,0.0
INN13065,,,,,Meal Plan 1,0.0,,,2017.0,8.0,,,,0.0,0.0,99.0,0.0,0.0
INN11575,1.0,,,5.0,Meal Plan 1,0.0,,14.0,,,12.0,,0.0,0.0,,,0.0,0.0
INN29707,2.0,,,2.0,Meal Plan 1,0.0,,,2018.0,3.0,5.0,Online,,0.0,,,0.0,1.0
INN11920,2.0,,,,,0.0,,,2018.0,9.0,,Offline,,0.0,,,,1.0
INN21430,2.0,,,2.0,,,,4.0,2018.0,4.0,,Online,,0.0,0.0,,,1.0
INN07574,2.0,,,5.0,,0.0,Room_Type 6,,2018.0,12.0,,,,0.0,0.0,,1.0,1.0
INN17689,2.0,,,3.0,Not Selected,,,19.0,2018.0,9.0,,Online,0.0,0.0,0.0,,,1.0
INN26773,2.0,,1.0,2.0,Meal Plan 1,0.0,,,2017.0,11.0,,,,0.0,0.0,72.25,,0.0
INN27775,2.0,,0.0,1.0,Meal Plan 1,,,,2018.0,12.0,,Offline,,0.0,,80.0,0.0,0.0
INN03887,1.0,,,5.0,Meal Plan 1,,,253.0,2017.0,9.0,,Online,0.0,0.0,0.0,,2.0,0.0
INN24631,2.0,,,1.0,Not Selected,,Room_Type 1,,,8.0,,Online,,0.0,0.0,,0.0,1.0
INN27167,2.0,,,2.0,,0.0,,164.0,2018.0,10.0,,,,0.0,0.0,,0.0,1.0
INN09470,2.0,,,1.0,Meal Plan 2,0.0,,219.0,2017.0,9.0,,Offline,,0.0,,,0.0,1.0
INN24476,1.0,,,1.0,,,Room_Type 1,7.0,,3.0,,,,0.0,0.0,,0.0,0.0
INN35447,2.0,,,2.0,,0.0,,,2018.0,9.0,,Offline,,0.0,,,0.0,1.0
INN32012,2.0,,0.0,1.0,,,,,2017.0,7.0,25.0,Online,,0.0,0.0,,2.0,0.0
INN26644,2.0,,,,,,,103.0,2017.0,7.0,,Offline,,0.0,0.0,,0.0,0.0
INN01739,2.0,,2.0,,,,,,2018.0,12.0,,,0.0,0.0,,,2.0,1.0
INN30111,,,,4.0,Not Selected,0.0,,,,12.0,,Online,,0.0,0.0,72.25,2.0,0.0
INN09490,3.0,,0.0,1.0,,,,,,5.0,,,,0.0,,,2.0,0.0
INN30994,2.0,,,2.0,Meal Plan 1,0.0,,34.0,2018.0,8.0,,Online,,0.0,0.0,135.9,0.0,1.0
INN00586,1.0,,1.0,2.0,Meal Plan 1,,,,2017.0,11.0,,Online,,0.0,,,,0.0
INN02154,2.0,,1.0,2.0,,,,,2017.0,10.0,,,,0.0,0.0,75.0,,0.0
INN35861,2.0,,,2.0,Meal Plan 1,,,,2017.0,8.0,,,,0.0,0.0,106.0,2.0,0.0
INN31613,1.0,,,5.0,Meal Plan 1,,,,2017.0,10.0,,Online,,0.0,,,3.0,0.0
INN13926,1.0,,0.0,3.0,Meal Plan 1,0.0,,335.0,,10.0,,Offline,,0.0,0.0,,0.0,0.0
INN16658,2.0,,,,,0.0,,,2018.0,10.0,,Online,,0.0,,200.33,,0.0
INN15610,2.0,,,1.0,,0.0,,,2018.0,7.0,,,0.0,0.0,0.0,115.0,1.0,1.0
INN10461,1.0,0.0,0.0,3.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,11.0,,Offline,,0.0,,,0.0,1.0
INN03509,2.0,,,2.0,Meal Plan 1,0.0,,,2018.0,7.0,,,,0.0,,,,1.0
INN30004,,,0.0,3.0,Meal Plan 1,0.0,,,2018.0,1.0,,,,0.0,0.0,40.67,0.0,0.0
INN08687,2.0,,,,Meal Plan 1,,Room_Type 6,,2018.0,10.0,,,,0.0,0.0,,0.0,1.0
INN01867,2.0,,,1.0,Not Selected,,Room_Type 1,,2018.0,12.0,,,,0.0,,,,1.0
INN34663,2.0,,,,,0.0,,8.0,2018.0,11.0,,,,,0.0,,,1.0
INN00954,1.0,,,1.0,Meal Plan 1,0.0,Room_Type 1,93.0,2018.0,10.0,,,,0.0,,,0.0,1.0
INN01994,3.0,,,,Meal Plan 1,,,,2018.0,6.0,,,,0.0,0.0,,0.0,0.0
INN27150,2.0,,,,Meal Plan 1,,Room_Type 1,,2018.0,2.0,,,0.0,0.0,0.0,100.0,,1.0
INN15757,2.0,,,1.0,Meal Plan 2,0.0,Room_Type 1,2.0,2017.0,8.0,,,,0.0,,,0.0,1.0
INN21403,2.0,,,,Meal Plan 1,0.0,,,2018.0,10.0,6.0,Online,,0.0,0.0,,2.0,0.0
INN18422,,0.0,,3.0,,,,,2017.0,11.0,11.0,,,0.0,,,0.0,0.0
INN01319,2.0,,,3.0,Meal Plan 2,,,,,3.0,3.0,,0.0,0.0,0.0,,0.0,0.0
INN16094,1.0,0.0,,0.0,,0.0,,,2018.0,1.0,,,0.0,0.0,0.0,,1.0,0.0
INN00533,2.0,,,,,0.0,Room_Type 1,13.0,2017.0,12.0,,,,0.0,0.0,,0.0,0.0
INN34996,2.0,,,3.0,Not Selected,,Room_Type 1,,2018.0,6.0,,Online,,0.0,,,0.0,0.0
INN05916,2.0,,,2.0,,0.0,,,2018.0,3.0,,Offline,,0.0,0.0,,0.0,0.0
INN35876,3.0,,,3.0,,0.0,,8.0,2018.0,4.0,,Online,0.0,0.0,,,2.0,0.0
INN04108,,,,0.0,Meal Plan 1,,Room_Type 1,,2018.0,10.0,,Online,,0.0,0.0,,,1.0
INN11606,0.0,,,5.0,Meal Plan 1,,Room_Type 2,,2018.0,11.0,,,,0.0,,,,1.0
INN03354,2.0,0.0,,2.0,,0.0,,,2018.0,4.0,,,0.0,0.0,0.0,,0.0,1.0
INN02232,2.0,,,1.0,Meal Plan 1,0.0,,,2018.0,11.0,,Corporate,0.0,0.0,0.0,,0.0,0.0
INN03397,2.0,,,3.0,Meal Plan 1,,,68.0,2018.0,4.0,,Online,,0.0,,,1.0,0.0
INN03203,2.0,,,,,0.0,,,2018.0,9.0,2.0,,,0.0,,,0.0,0.0
INN24546,2.0,,1.0,,Not Selected,0.0,,,2017.0,8.0,,Online,,0.0,0.0,,0.0,0.0
INN07579,2.0,,,,,0.0,,18.0,2018.0,2.0,,,,0.0,,,2.0,0.0
INN01150,2.0,2.0,1.0,2.0,Meal Plan 1,,,,2017.0,8.0,,Online,,0.0,0.0,,3.0,0.0
INN17284,2.0,,,2.0,,0.0,,,2017.0,10.0,,,,0.0,0.0,,,0.0
INN10969,2.0,,,2.0,Meal Plan 1,0.0,Room_Type 5,,2018.0,8.0,13.0,Offline,,0.0,,,0.0,0.0
INN33195,,,,1.0,,0.0,Room_Type 1,,2018.0,7.0,,Offline,0.0,0.0,0.0,,,1.0
INN16625,2.0,,,,,,Room_Type 1,,2018.0,5.0,,,,0.0,,140.0,,
INN24080,,,0.0,1.0,Meal Plan 1,,,0.0,2018.0,1.0,,,,0.0,,67.5,0.0,0.0
INN13100,3.0,,2.0,2.0,,0.0,Room_Type 4,,2018.0,5.0,22.0,,,0.0,0.0,149.15,0.0,1.0
INN26203,2.0,,1.0,0.0,Meal Plan 1,0.0,,0.0,2018.0,6.0,,Offline,,0.0,0.0,80.75,0.0,0.0
INN20482,3.0,,,8.0,Meal Plan 1,,,,2018.0,12.0,,,0.0,0.0,,,0.0,0.0
INN01386,,,,1.0,Meal Plan 1,,,,2018.0,8.0,,Online,0.0,0.0,,80.0,0.0,1.0
INN28753,2.0,0.0,0.0,,,0.0,Room_Type 4,,2018.0,11.0,17.0,,,0.0,,,1.0,0.0
INN09168,1.0,,1.0,0.0,Not Selected,,,,,9.0,,Online,,0.0,0.0,72.07,1.0,0.0
INN26236,1.0,,0.0,1.0,Meal Plan 1,0.0,,47.0,2018.0,4.0,,Online,0.0,0.0,0.0,,0.0,1.0
INN17880,3.0,,,,,0.0,,135.0,2018.0,12.0,,,0.0,0.0,0.0,131.4,2.0,1.0
INN15385,2.0,,,,Meal Plan 1,,,,,,,Online,,0.0,0.0,127.5,,0.0
INN19246,2.0,,,2.0,Meal Plan 1,,,,2018.0,12.0,,Online,,0.0,0.0,,1.0,1.0
INN08318,2.0,,,3.0,,0.0,,,2018.0,8.0,,,,0.0,0.0,,0.0,0.0
INN35859,2.0,1.0,,2.0,,0.0,Room_Type 1,,2018.0,7.0,,,0.0,0.0,0.0,,,0.0
INN20938,2.0,,,3.0,,,,70.0,2018.0,8.0,,Offline,,0.0,0.0,,0.0,0.0
INN15149,2.0,,,2.0,Meal Plan 1,,,37.0,2017.0,9.0,16.0,,,0.0,0.0,94.5,0.0,0.0
INN34894,2.0,,0.0,3.0,Meal Plan 1,0.0,,,2018.0,6.0,,,,0.0,0.0,,1.0,1.0
INN32535,2.0,,,1.0,,0.0,Room_Type 1,,2018.0,5.0,,Offline,,0.0,,100.0,1.0,0.0
INN13574,1.0,,1.0,0.0,,1.0,Room_Type 1,,2018.0,4.0,,,,0.0,0.0,,0.0,0.0
INN34361,2.0,,,,Meal Plan 1,0.0,Room_Type 1,258.0,2018.0,10.0,2.0,Online,0.0,0.0,0.0,,0.0,1.0
INN00817,2.0,,,6.0,,0.0,Room_Type 1,,2017.0,12.0,,,,0.0,0.0,113.85,0.0,0.0
INN19134,1.0,,,,Meal Plan 1,,,,2018.0,6.0,,Online,,0.0,0.0,,1.0,0.0
INN14523,2.0,,,3.0,Meal Plan 1,0.0,,,2018.0,9.0,4.0,,,0.0,,,1.0,1.0
INN22307,2.0,,,2.0,Meal Plan 1,,Room_Type 1,,2018.0,6.0,13.0,,,0.0,0.0,132.33,0.0,1.0
INN32751,2.0,,0.0,5.0,,,,,2018.0,6.0,28.0,,0.0,0.0,0.0,,2.0,0.0
INN08091,1.0,,,2.0,Meal Plan 1,,,8.0,2018.0,3.0,,Offline,0.0,0.0,,56.0,,0.0
INN21201,2.0,,0.0,1.0,,0.0,,,2018.0,12.0,,,,0.0,0.0,,0.0,0.0
INN28320,2.0,,,,Meal Plan 1,0.0,Room_Type 2,,2018.0,9.0,,,0.0,0.0,0.0,,3.0,0.0
INN27739,2.0,,,5.0,,,,,2018.0,12.0,24.0,Online,0.0,0.0,0.0,,1.0,1.0
INN27672,2.0,,,3.0,,,Room_Type 1,12.0,2017.0,8.0,,,,0.0,0.0,,0.0,0.0
INN23580,2.0,,,,Meal Plan 1,,Room_Type 1,,,9.0,,,,0.0,,91.73,0.0,0.0
INN09207,2.0,,,5.0,Meal Plan 1,,,,2018.0,12.0,,,0.0,0.0,0.0,,1.0,0.0
INN27069,2.0,,2.0,,,0.0,Room_Type 1,,2018.0,4.0,,,0.0,0.0,0.0,90.95,0.0,0.0
INN10582,2.0,,,3.0,Meal Plan 2,,Room_Type 6,,2018.0,2.0,,Online,,0.0,,,,1.0
INN22585,1.0,,,2.0,,0.0,Room_Type 1,,2018.0,6.0,,Offline,,0.0,0.0,95.0,,0.0
INN15103,2.0,,2.0,2.0,Meal Plan 1,,,0.0,2018.0,11.0,13.0,Online,,0.0,,,1.0,0.0
INN34836,3.0,,,1.0,Meal Plan 1,,,,2018.0,,,,,0.0,,,,0.0
INN11148,2.0,,,1.0,Meal Plan 1,,,,2018.0,4.0,,,,0.0,,,0.0,1.0
INN08857,1.0,,,,,0.0,,,2017.0,9.0,30.0,Offline,0.0,0.0,,100.0,0.0,0.0
INN24228,2.0,,,0.0,,0.0,Room_Type 4,72.0,2018.0,10.0,,,,0.0,,,3.0,0.0
INN31319,1.0,,,2.0,,0.0,Room_Type 1,32.0,2017.0,11.0,,,,0.0,,0.0,0.0,0.0
INN14995,,0.0,2.0,5.0,,,Room_Type 1,,2018.0,6.0,,,,0.0,0.0,,0.0,1.0
INN28150,,,,,Meal Plan 1,0.0,,,2018.0,12.0,30.0,Online,,0.0,,,1.0,1.0
INN15307,2.0,2.0,,3.0,Meal Plan 1,0.0,Room_Type 6,,2018.0,4.0,,Online,,0.0,,,0.0,1.0
INN30188,2.0,1.0,,1.0,Not Selected,0.0,,73.0,,4.0,,Online,,0.0,0.0,,0.0,0.0
INN03593,2.0,,,,Not Selected,0.0,,,2018.0,10.0,,,0.0,0.0,,,0.0,1.0
INN35513,2.0,,,3.0,,,,,2018.0,10.0,,Online,0.0,0.0,,122.0,1.0,0.0
INN09585,2.0,,,,Not Selected,0.0,,,2018.0,3.0,,Online,,0.0,0.0,89.0,1.0,0.0
INN09503,2.0,,,2.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,10.0,,Online,,0.0,,,0.0,1.0
INN30779,1.0,,0.0,1.0,Meal Plan 1,,,,2018.0,4.0,,Online,0.0,0.0,0.0,,1.0,1.0
INN28947,,,,2.0,Meal Plan 1,,Room_Type 1,32.0,2017.0,11.0,,,,0.0,0.0,,0.0,0.0
INN29028,,0.0,2.0,2.0,Meal Plan 1,,Room_Type 1,,,4.0,,Online,,0.0,0.0,,1.0,0.0
INN33800,2.0,,,1.0,,1.0,,1.0,2017.0,8.0,11.0,Online,,0.0,,105.0,1.0,0.0
INN33836,2.0,0.0,1.0,3.0,,0.0,,98.0,2018.0,11.0,,,0.0,0.0,,69.3,1.0,0.0
INN13399,2.0,,,,Meal Plan 1,,Room_Type 1,180.0,2017.0,10.0,,Offline,,0.0,0.0,,,1.0
INN34193,2.0,,,2.0,Meal Plan 1,0.0,Room_Type 1,,2017.0,,13.0,,,0.0,,75.0,0.0,0.0
INN13608,,,,,Meal Plan 1,,,,2018.0,8.0,,,,0.0,0.0,,,1.0
INN19215,2.0,,,,Meal Plan 1,,,,2018.0,6.0,,Offline,,0.0,0.0,,0.0,0.0
INN33848,2.0,,,2.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,6.0,,Offline,,0.0,,,0.0,0.0
INN29801,1.0,,0.0,1.0,,,,,2017.0,10.0,,,0.0,0.0,0.0,,0.0,0.0
INN22803,2.0,0.0,,,,0.0,Room_Type 1,,2018.0,10.0,,Online,,0.0,0.0,,1.0,0.0
INN03120,2.0,,2.0,2.0,Not Selected,,,,2018.0,3.0,,,,0.0,,51.0,0.0,0.0
INN13775,2.0,,0.0,3.0,Not Selected,,Room_Type 1,,2018.0,8.0,2.0,,0.0,0.0,0.0,,1.0,0.0
INN10580,2.0,,,3.0,Meal Plan 1,0.0,,36.0,2018.0,1.0,27.0,Online,0.0,0.0,0.0,88.63,1.0,0.0
INN06516,2.0,,,1.0,Not Selected,0.0,,,2018.0,11.0,,,,0.0,0.0,,1.0,0.0
INN00331,2.0,,,,,0.0,,,2017.0,8.0,11.0,Online,,0.0,0.0,,0.0,0.0
INN13023,2.0,0.0,,1.0,,,,,2018.0,12.0,,Online,,0.0,1.0,78.0,1.0,0.0
INN31772,1.0,,,1.0,Meal Plan 1,,,,2018.0,8.0,,,0.0,0.0,,,0.0,1.0
INN15316,1.0,,,,,,Room_Type 4,,2018.0,4.0,,Online,0.0,0.0,,,1.0,0.0
INN21907,2.0,0.0,,,,,,,2018.0,6.0,,,,0.0,0.0,,,0.0
INN32311,2.0,0.0,,3.0,Not Selected,,Room_Type 1,,2018.0,8.0,,,,0.0,,80.75,0.0,1.0
INN01144,2.0,0.0,,,,0.0,,,2018.0,9.0,15.0,Online,,0.0,,,,0.0
INN05526,3.0,,,2.0,Meal Plan 1,0.0,,,2018.0,3.0,,Online,,0.0,0.0,123.3,0.0,1.0
INN02321,1.0,0.0,1.0,,Meal Plan 1,0.0,Room_Type 1,,,11.0,,,,0.0,,91.0,,0.0
INN11053,2.0,,,5.0,Meal Plan 1,,,,2018.0,8.0,,Online,,0.0,,,2.0,1.0
INN34162,2.0,,2.0,1.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,,,Offline,,0.0,0.0,,0.0,0.0
INN04820,3.0,0.0,,2.0,,0.0,,,2018.0,9.0,,,,0.0,0.0,163.8,1.0,0.0
INN03123,2.0,,1.0,0.0,Meal Plan 1,0.0,Room_Type 1,,2017.0,9.0,,,,0.0,0.0,,0.0,0.0
INN24222,2.0,,0.0,,Meal Plan 2,0.0,,13.0,2018.0,4.0,,,0.0,0.0,,,0.0,0.0
INN30609,2.0,,,3.0,Meal Plan 1,0.0,,,2018.0,1.0,,,,0.0,0.0,,1.0,0.0
INN08648,2.0,,,2.0,Not Selected,,,,2018.0,8.0,,Online,,0.0,,,1.0,0.0
INN13539,2.0,,,0.0,,,,,2018.0,2.0,,Online,,0.0,,,2.0,0.0
INN12111,2.0,,1.0,3.0,Meal Plan 1,,,,2017.0,11.0,,Online,,0.0,0.0,,1.0,1.0
INN19947,2.0,,0.0,,,,Room_Type 6,,2018.0,7.0,29.0,Online,,0.0,,,3.0,0.0
INN02755,3.0,,,1.0,Meal Plan 1,0.0,,,,7.0,23.0,Online,0.0,0.0,0.0,137.7,2.0,0.0
INN11757,2.0,,,1.0,Meal Plan 1,,,,2018.0,8.0,,,0.0,0.0,0.0,131.4,1.0,1.0
INN32261,2.0,,,2.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,6.0,21.0,,,0.0,0.0,108.57,1.0,0.0
INN00211,2.0,,,3.0,Meal Plan 1,0.0,,,2017.0,9.0,,Online,0.0,0.0,0.0,106.07,1.0,0.0
INN27436,2.0,1.0,,2.0,Meal Plan 1,0.0,,,2018.0,7.0,,Online,,0.0,,,0.0,1.0
INN15166,1.0,,1.0,2.0,,,,,2018.0,9.0,,,,0.0,,,0.0,0.0
INN14427,1.0,,,1.0,Meal Plan 1,,Room_Type 1,,2018.0,1.0,,,,0.0,,65.0,1.0,0.0
INN03178,3.0,0.0,,4.0,,0.0,Room_Type 4,,2018.0,7.0,,Online,0.0,0.0,0.0,,,0.0
INN34740,2.0,0.0,,,,,Room_Type 1,3.0,2018.0,6.0,,,0.0,0.0,0.0,95.0,0.0,0.0
INN16602,2.0,,0.0,2.0,Meal Plan 1,0.0,,,2017.0,8.0,,Online,0.0,0.0,0.0,76.5,,1.0
INN02088,2.0,,,3.0,Meal Plan 1,,,,2018.0,5.0,,Online,,0.0,,,0.0,1.0
INN16145,,0.0,,4.0,Meal Plan 2,,,58.0,2017.0,12.0,,,,0.0,,,0.0,0.0
INN32062,,0.0,1.0,3.0,,0.0,,,2018.0,6.0,,Online,,0.0,,,1.0,0.0
INN00937,,,,,Meal Plan 1,0.0,Room_Type 4,,,5.0,4.0,Online,,0.0,0.0,156.0,1.0,0.0
INN28895,2.0,0.0,,1.0,Meal Plan 2,0.0,,117.0,2017.0,8.0,,Offline,,0.0,,,,1.0
INN00674,1.0,,,0.0,Meal Plan 2,,Room_Type 1,3.0,2018.0,2.0,,Online,,0.0,0.0,,1.0,
